superkingdom	kingdom	phylum	class	order	family	genus	species	OP0.2A	OP0.2B	OP0.2C	OP1.2A	OP1.2B	OP1.2C	OP5.0A	OP5.0B	OP5.0C	OP8.0A	OP8.0B	OP8.0C	EN0.2A	EN0.2B	EN0.2C
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas salmonicida	2	4	94	21	8	490	10	28	746	19	23	730	2	23	98
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas schubertii	0	0	1	0	0	21	0	0	10	0	0	11	0	0	8
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas simiae	0	0	2	0	0	29	0	0	26	0	0	58	1	0	16
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas sobria	0	0	5	1	2	6	0	15	6	6	5	10	0	3	1
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH1	0	0	14	1	1	41	0	0	50	0	0	36	0	1	15
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH2	0	0	5	5	13	53	5	6	43	5	7	75	2	0	2
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH3	0	0	2	0	0	13	0	4	31	1	5	44	0	0	3
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH4	0	0	10	1	3	59	0	0	76	0	0	85	0	0	14
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH5	0	0	3	0	1	5	0	0	5	0	0	12	0	0	2
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH7	0	0	9	3	0	48	0	0	23	0	0	41	0	0	11
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium casei	0	0	6	0	0	0	0	3	0	5	0	4	0	0	0
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas sp. CA23	5	2	11	6	10	25	0	9	65	5	0	84	3	10	4
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas sp. CU5	0	0	11	2	1	51	0	0	65	0	0	79	1	1	12
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas taiwanensis	0	0	11	0	0	47	0	0	23	0	0	28	0	0	6
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas tecta	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	Aeromonas veronii	2	4	99	6	16	684	0	21	737	6	9	807	4	9	167
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Aeromonas	NA	76	81	5217	399	307	20416	240	255	23103	221	229	25485	74	150	5165
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Oceanimonas	Oceanimonas sp. GK1	0	0	0	0	0	2	0	0	0	0	0	0	1	6	0
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Oceanisphaera	Oceanisphaera avium	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Oceanisphaera	Oceanisphaera profunda	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium crudilactis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Tolumonas	Tolumonas auensis	0	0	231	5	7	1721	0	11	836	4	1	994	0	3	342
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	Zobellella	Zobellella denitrificans	0	0	0	0	0	0	0	0	3	6	3	0	0	0	0
Bacteria	NA	Proteobacteria	Aeromonadales	Gammaproteobacteria	Aeromonadaceae	NA	NA	0	0	16	0	2	90	1	0	97	0	0	139	0	0	29
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Agarivorans	Agarivorans gilvus	0	0	0	0	3	0	0	0	3	0	2	0	1	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas addita	4	1	9	3	6	3	8	19	20	20	18	36	2	0	5
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas australica	0	3	0	3	0	0	6	13	0	1	1	1	0	2	1
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas macleodii	7	1	1	24	15	1	32	130	4	56	75	5	9	4	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas mediterranea	29	27	27	29	35	11	0	18	11	9	5	14	50	18	23
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas naphthalenivorans	0	0	0	0	1	0	0	0	5	0	4	2	3	1	1
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas sp. 76-1	1	0	0	0	0	3	6	10	9	5	0	1	0	0	3
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium cystitidis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas sp. BL110	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas sp. I4	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas sp. MB-3u-76	0	0	0	3	0	0	0	0	2	0	3	1	0	3	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas sp. Mex14	0	2	0	9	0	0	0	6	0	0	0	0	1	0	2
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas sp. RKMC-009	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas sp. RW2A1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	Alteromonas stellipolaris	0	3	0	0	3	2	2	7	6	6	0	1	1	0	1
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	uncultured Alteromonas sp. AD1000-39-D07	5	8	4	0	2	0	0	0	0	0	0	0	8	5	4
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	uncultured Alteromonas sp. AD1000-G15-32	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	uncultured Alteromonas sp. AD1000-G15-5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium deserti	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	uncultured Alteromonas sp. AD1000-G18-2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	uncultured Alteromonas sp. AD1000-G18-4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	uncultured Alteromonas sp. AD1000-G20-15	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Alteromonas	NA	378	519	490	416	510	239	39	186	238	145	265	126	412	413	397
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Catenovulum	Catenovulum maritimum	3	0	0	0	0	0	0	5	0	1	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Catenovulum	Catenovulum sediminis	3	2	5	2	4	2	4	1	2	3	0	5	6	9	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Catenovulum	Catenovulum sp. CCB-QB4	0	1	1	5	1	2	0	6	0	0	7	0	0	2	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Catenovulum	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Glaciecola	Glaciecola nitratireducens	0	0	0	1	2	1	9	19	0	3	10	1	0	5	4
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Glaciecola	Glaciecola sp. 4H-3-7+YE-5	30	21	37	37	13	48	58	205	102	60	57	66	15	35	193
Archaea	NA	Euryarchaeota	Methanomicrobiales	Methanomicrobia	Methanospirillaceae	Methanospirillum	Methanospirillum hungatei	0	0	1	0	3	0	0	0	0	3	5	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Glaciecola	Glaciecola sp. THG-3.7	0	2	2	0	10	10	2	1	16	7	3	21	1	6	3
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Halioxenophilus	Halioxenophilus aromaticivorans	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Hydrocarboniclastica	Hydrocarboniclastica marina	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter adhaerens	1	4	0	0	0	0	0	6	0	1	0	2	1	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter hydrocarbonoclasticus	0	2	4	2	1	1	0	15	2	1	3	4	1	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter psychrophilus	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter salarius	1	5	2	0	0	0	0	0	0	2	4	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter salinus	0	0	0	0	0	0	0	0	2	0	6	2	0	0	2
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter similis	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium falsenii	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter sp. Arc7-DN-1	5	2	6	14	12	3	4	20	4	16	5	12	3	8	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter sp. BSs20148	0	0	0	0	2	0	0	10	0	0	2	2	1	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter sp. CP1	3	2	0	0	0	0	0	0	0	0	0	0	0	1	1
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter sp. es.042	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter sp. JH2	3	0	0	0	0	9	0	0	17	0	2	1	0	0	1
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter sp. LQ44	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter sp. LV10R510-11A	0	0	0	0	3	2	0	0	0	2	4	3	0	3	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	Marinobacter sp. NP-4(2019)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Marinobacter	NA	18	16	17	13	12	7	47	27	0	2	18	13	9	18	10
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Paraglaciecola	Paraglaciecola hydrolytica	0	0	0	4	3	1	14	22	1	5	0	8	0	1	1
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium glutamicum	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Paraglaciecola	Paraglaciecola psychrophila	25	46	42	56	39	19	61	82	70	70	132	68	38	36	29
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Salinimonas	Salinimonas lutimaris	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Salinimonas	Salinimonas sediminis	0	0	24	3	0	12	4	0	1	0	0	0	1	0	22
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Salinimonas	Salinimonas sp. KX18D6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	Salinimonas	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Alteromonadaceae	NA	NA	8	3	13	12	7	11	14	21	11	11	8	20	10	13	19
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Colwellia	Colwellia beringensis	5	6	1	12	4	2	19	22	4	10	19	23	4	10	2
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Colwellia	Colwellia maris	2	0	0	2	0	0	0	4	1	2	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium imitans	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Colwellia	Colwellia psychrerythraea	13	13	13	17	26	12	26	135	12	23	76	45	14	9	8
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Colwellia	Colwellia sp. Arc7-635	3	3	6	17	12	4	11	49	12	26	17	10	10	13	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Colwellia	Colwellia sp. Arc7-D	0	1	9	10	1	3	4	2	1	5	1	2	0	5	3
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Colwellia	Colwellia sp. C1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Colwellia	Colwellia sp. MT41	0	7	2	8	9	7	14	47	23	18	30	31	2	5	3
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Colwellia	Colwellia sp. PAMC 20917	6	6	8	10	18	6	4	81	24	11	34	18	8	7	5
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Colwellia	Colwellia sp. PAMC 21821	3	5	5	4	2	4	0	10	2	17	22	8	2	0	3
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Colwellia	NA	41	27	29	38	64	37	80	208	93	130	143	109	30	47	14
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Litorilituus	Litorilituus sediminis	3	7	6	7	3	6	21	42	17	6	28	27	5	7	9
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Thalassomonas	Thalassomonas sp.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Thalassotalea	Thalassotalea crassostreae	4	2	0	5	7	4	3	7	8	4	9	6	2	6	3
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Thalassotalea	Thalassotalea sp. HSM 43	0	0	1	0	0	1	0	10	0	2	0	4	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Thalassotalea	Thalassotalea sp. PS06	0	0	2	0	2	0	0	0	0	15	0	1	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	Thalassotalea	NA	0	2	0	0	0	1	0	0	0	0	4	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Colwelliaceae	NA	NA	25	47	29	44	39	27	106	233	50	90	218	74	33	42	11
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Ferrimonadaceae	Ferrimonas	Ferrimonas balearica	0	0	0	0	1	0	3	9	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Idiomarinaceae	Idiomarina	Idiomarina loihiensis	0	0	0	0	1	1	0	0	0	0	0	7	1	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Idiomarinaceae	Idiomarina	Idiomarina marina	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium kroppenstedtii	0	0	0	0	3	0	17	0	6	2	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Idiomarinaceae	Idiomarina	Idiomarina sp. X4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Idiomarinaceae	Idiomarina	NA	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Idiomarinaceae	NA	Idiomarinaceae bacterium HL-53	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Moritellaceae	Moritella	Moritella marina	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Moritellaceae	Moritella	Moritella viscosa	0	1	1	1	1	0	1	0	0	1	7	1	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Moritellaceae	Moritella	Moritella yayanosii	0	0	0	0	0	1	6	0	0	0	2	4	2	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Moritellaceae	Moritella	NA	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas agarivorans	0	3	5	7	1	1	1	18	0	0	6	5	0	0	3
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas aliena	26	32	47	82	59	44	49	49	23	45	50	32	37	74	32
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas arctica	1	0	1	4	4	4	5	24	13	13	5	4	1	1	4
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas atlantica	1	1	2	5	4	39	4	40	61	6	15	48	2	4	212
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas carrageenovora	6	1	2	1	6	4	25	7	5	6	13	11	2	8	4
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas donghaensis	5	6	7	14	13	1	3	0	1	1	0	1	5	3	2
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas espejiana	2	0	0	7	0	1	19	0	4	0	1	2	1	0	1
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas haloplanktis	0	0	0	1	1	3	0	0	0	0	0	6	0	0	2
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas issachenkonii	0	0	0	0	0	0	9	1	2	2	0	3	4	0	1
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas luteoviolacea	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas marina	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas nigrifaciens	3	2	0	2	4	3	11	12	16	1	2	0	4	4	5
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium mycetoides	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas phenolica	3	1	0	5	0	0	0	2	0	0	0	0	1	0	1
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas piratica	0	1	1	0	0	2	3	1	0	0	4	2	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas piscicida	4	3	1	3	1	4	0	1	5	0	1	2	2	0	7
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas rubra	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas ruthenica	0	0	0	1	1	0	0	0	2	0	0	0	0	0	1
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. 1_2015MBL_MicDiv	1	1	2	6	8	0	11	16	0	1	8	10	5	3	1
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. 13-15	0	0	0	3	1	1	0	18	0	3	0	0	1	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. 16-SW-7	9	13	21	57	24	22	137	53	39	30	53	56	10	14	20
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. 4mar	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. A25	6	3	3	5	0	1	0	0	0	3	2	2	3	7	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium provencense	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. Bsw20308	0	1	1	0	6	5	6	8	0	3	0	4	0	5	2
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. DL-6	0	0	3	1	2	4	7	6	0	0	0	2	3	1	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. H9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. NC201	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Alteromonadales	Gammaproteobacteria	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. R3	0	0	0	1	0	2	0	2	0	1	0	0	0	0	0
