superkingdom	kingdom	phylum	class	order	family	genus	species	OP0.2A	OP0.2B	OP0.2C	OP1.2A	OP1.2B	OP1.2C	OP5.0A	OP5.0B	OP5.0C	OP8.0A	OP8.0B	OP8.0C	EN0.2A	EN0.2B	EN0.2C
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	NA	Flavobacteriaceae bacterium MAR_2010_188	6	4	2	7	7	0	8	16	6	9	6	7	1	6	1
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	NA	Flavobacteriaceae bacterium UJ101	0	0	0	1	0	2	6	0	0	0	4	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	NA	uncultured Flavobacteriaceae bacterium	68	56	81	117	92	46	41	29	23	25	30	21	73	117	50
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	NA	NA	863	1003	1277	1741	1817	795	1326	2221	1222	1580	1710	2003	735	1080	688
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Ichthyobacteriaceae	Ichthyobacterium	Ichthyobacterium seriolicida	3	0	2	0	2	0	0	4	5	1	8	0	4	1	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_78_D03	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	NA	NA	uncultured Flavobacteriales bacterium	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	NA	NA	NA	8	4	5	11	6	9	3	18	11	6	8	7	3	2	2
Bacteria	NA	Bacteroidetes	Marinilabiliales	Bacteroidia	Marinifilaceae	Labilibaculum	Labilibaculum antarcticum	15	19	18	52	35	25	88	119	80	49	76	107	18	13	23
Bacteria	NA	Bacteroidetes	Marinilabiliales	Bacteroidia	Marinilabiliaceae	Alkalitalea	Alkalitalea saponilacus	0	1	3	2	5	4	20	6	6	3	16	28	1	3	8
Bacteria	NA	Bacteroidetes	Marinilabiliales	Bacteroidia	Marinilabiliaceae	NA	uncultured Marinilabiliaceae bacterium	0	0	0	0	0	0	9	0	0	0	1	0	2	2	3
Bacteria	NA	Bacteroidetes	Marinilabiliales	Bacteroidia	Prolixibacteraceae	Draconibacterium	Draconibacterium orientale	0	2	3	5	10	21	18	35	64	18	16	75	3	0	15
Bacteria	NA	Bacteroidetes	Marinilabiliales	Bacteroidia	Salinivirgaceae	Salinivirga	Salinivirga cyanobacteriivorans	0	3	1	2	8	0	0	3	3	2	0	0	1	3	0
Bacteria	NA	Bacteroidetes	Marinilabiliales	Bacteroidia	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria	NA	Bacteroidetes	Saprospirales	Saprospiria	Haliscomenobacteraceae	Haliscomenobacter	Haliscomenobacter hydrossis	0	5	1	4	9	9	28	63	31	38	57	73	3	6	3
Bacteria	NA	Bacteroidetes	Saprospirales	Saprospiria	Saprospiraceae	Saprospira	Saprospira grandis	0	0	0	0	3	0	0	4	0	2	14	2	0	0	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_79_B12	66	56	64	25	24	15	9	6	8	3	0	13	75	54	81
Bacteria	NA	Bacteroidetes	Saprospirales	Saprospiria	Saprospiraceae	Saprospira	Saprospira sp. SS98-5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Saprospirales	Saprospiria	Saprospiraceae	NA	uncultured Saprospiraceae bacterium	0	0	0	1	0	0	3	0	0	4	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter gossypii	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter mallensis	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. HYN0043	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. PAMC 26640	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter xinganensis	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_84_A09	27	43	46	27	12	5	0	4	7	1	2	3	47	37	48
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Mucilaginibacter	NA	0	0	1	0	0	1	0	0	6	0	0	4	0	0	1
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Olivibacter	Olivibacter sp. LS-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Pedobacter	Pedobacter cryoconitis	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Pedobacter	Pedobacter ginsengisoli	0	0	0	3	0	0	0	0	3	0	0	4	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Pedobacter	Pedobacter sp. BMA	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Pedobacter	Pedobacter sp. CJ43	0	2	2	3	5	9	1	0	7	1	5	4	0	6	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Pedobacter	Pedobacter sp. eg	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Pedobacter	Pedobacter sp. G11	0	0	0	0	0	1	0	0	9	4	4	17	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Pedobacter	Pedobacter sp. KBS0701	0	0	0	1	0	5	0	0	4	0	0	2	0	0	6
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Pedobacter	Pedobacter sp. PACM 27299	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote SAT1000_10_G06	175	181	163	50	75	26	10	25	17	17	31	16	162	142	157
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Pedobacter	NA	0	3	0	1	0	1	0	0	3	0	0	8	0	0	1
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Pseudopedobacter	Pseudopedobacter saltans	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Solitalea	Solitalea canadensis	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium daejeonense	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium hotanense	1	0	0	0	2	0	0	0	4	0	5	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium mizutaii	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium psychroaquaticum	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. 21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote SAT1000_10_G09	194	201	242	96	96	28	6	25	17	19	11	15	211	159	179
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. CZ-2	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. ML3W	0	0	1	0	0	4	0	0	3	0	0	5	1	1	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. PM2-P1-29	3	0	0	3	0	17	0	3	2	0	0	18	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium thalpophilum	0	0	0	2	1	0	0	0	0	0	0	3	0	0	5
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Sphingobacterium	uncultured Sphingobacterium sp. EB080_L08E11	3462	4861	6237	5951	7633	2224	2582	3016	1091	2693	2331	719	4412	6753	3733
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	Sphingobacterium	NA	0	0	6	0	0	18	0	2	13	0	0	4	0	0	1
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	NA	Sphingobacteriaceae bacterium GW460-11-11-14-LB5	0	0	0	0	0	0	0	0	0	0	3	0	0	4	1
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	Sphingobacteriaceae	NA	NA	4	5	0	1	11	7	7	8	6	1	2	13	5	0	1
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	NA	NA	uncultured Cytophagales MB11E04	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote SAT1000_27_H05	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	NA	NA	uncultured Sphingobacteriales bacterium HF0010_19H17	6	19	13	14	6	1	0	0	0	0	0	0	9	15	5
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	NA	NA	uncultured Sphingobacteriales bacterium HF0130_33B19	3	4	1	0	0	0	0	0	0	1	0	0	0	0	2
Bacteria	NA	Bacteroidetes	Sphingobacteriales	Sphingobacteriia	NA	NA	NA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	NA	Bacteroidia	NA	NA	NA	0	0	3	0	0	7	0	5	5	1	0	9	0	0	1
Bacteria	NA	Bacteroidetes	NA	Flavobacteriia	NA	NA	uncultured Flavobacteriia bacterium	588	799	828	556	511	198	65	107	56	134	96	11	576	588	522
Bacteria	NA	Bacteroidetes	NA	Flavobacteriia	NA	NA	NA	32	39	60	120	111	33	35	24	17	21	27	19	57	68	38
Bacteria	NA	Bacteroidetes	NA	Sphingobacteriia	NA	NA	uncultured Sphingobacteriia bacterium	36	30	48	127	160	50	18	55	30	21	32	11	24	55	31
Bacteria	NA	Bacteroidetes	NA	Sphingobacteriia	NA	NA	NA	7	0	0	12	8	2	4	0	1	5	1	0	2	4	4
Bacteria	NA	Bacteroidetes	NA	NA	NA	NA	Bacteroidetes bacterium UKL13-3	0	4	5	9	9	3	11	19	5	6	12	8	2	6	3
Bacteria	NA	Bacteroidetes	NA	NA	NA	NA	CFB group bacterium 22(2010)	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
Archaea	NA	Euryarchaeota	Methanobacteriales	Methanobacteria	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp. YE315	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured thaumarchaeote	5	4	0	4	4	1	0	0	0	0	0	0	9	2	6
Bacteria	NA	Bacteroidetes	NA	NA	NA	NA	uncultured Bacteroidetes bacterium	8	9	6	31	28	14	32	27	11	52	11	8	2	9	7
Bacteria	NA	Bacteroidetes	NA	NA	NA	NA	uncultured Bacteroidetes bacterium 'SBI2-18 P41A3'	5	12	5	29	12	6	0	0	0	0	4	0	9	10	5
Bacteria	NA	Bacteroidetes	NA	NA	NA	NA	NA	75	106	253	198	182	418	132	231	425	186	245	479	99	136	188
Bacteria	NA	Balneolaeota	Balneolales	Balneolia	Balneolaceae	NA	Balneolaceae bacterium	12	31	3	6	3	0	0	0	2	4	0	1	17	41	8
Bacteria	NA	Balneolaeota	Balneolales	Balneolia	Balneolaceae	NA	NA	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Balneolaeota	NA	NA	NA	Candidatus Cyclonatronum	Candidatus Cyclonatronum proteinivorum	3	5	6	6	4	6	10	0	0	0	0	0	0	3	0
Bacteria	NA	Balneolaeota	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	NA	candidate division NC10	NA	NA	NA	Candidatus Methylomirabilis	Candidatus Methylomirabilis oxyfera	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	NA	2416	2647	2450	918	991	415	430	334	206	354	262	245	2662	2147	2237
Bacteria	NA	Candidatus Cloacimonetes	NA	NA	NA	Candidatus Cloacimonas	Candidatus Cloacimonas acidaminovorans	0	0	0	0	6	1	18	25	7	9	13	11	0	0	3
Bacteria	NA	Candidatus Gracilibacteria	NA	NA	NA	NA	Candidatus Gracilibacteria bacterium 28_42_T64	0	6	0	0	0	6	0	5	0	0	0	0	0	0	0
Bacteria	NA	Candidatus Gracilibacteria	NA	NA	NA	NA	Candidatus Gracilibacteria bacterium HOT-871	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Bacteria	NA	Candidatus Gracilibacteria	NA	NA	NA	NA	NA	1	2	0	3	4	0	0	0	14	0	0	6	1	1	1
Bacteria	NA	Candidatus Marinimicrobia	NA	NA	NA	NA	uncultured bacterium MB13C05	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Candidatus Marinimicrobia	NA	NA	NA	NA	uncultured Candidatus Marinimicrobia bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	NA	Candidatus Marinimicrobia	NA	NA	NA	NA	uncultured Marinimicrobia bacterium HF0010_18O13	6	16	10	3	2	3	0	0	0	0	0	0	13	7	7
Bacteria	NA	Candidatus Melainabacteria	NA	NA	NA	NA	Candidatus Melainabacteria bacterium MEL.A1	0	0	35	1	0	81	0	5	76	2	3	65	3	0	72
Archaea	NA	NA	NA	NA	NA	NA	anaerobic archaeon MK-D1	0	0	0	0	0	0	12	0	4	0	0	1	0	0	0
Bacteria	NA	Candidatus Peregrinibacteria	Candidatus Peribacterales	Candidatus Peribacteria	NA	Candidatus Peribacter	Candidatus Peribacter riflensis	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	Candidatus Saccharimonas	Candidatus Saccharimonas aalborgensis	21	32	12	16	33	13	111	270	43	148	209	106	8	20	7
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	NA	Candidatus Saccharibacteria bacterium	2	0	0	0	0	0	3	0	0	0	0	3	0	0	0
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	NA	Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17	0	1	2	0	0	0	0	0	4	1	0	3	0	0	4
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	NA	Candidatus Saccharibacteria bacterium RAAC3_TM7_1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	NA	Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	NA	TM7 phylum sp. oral taxon 955	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	NA	NA	0	0	1	0	1	3	0	0	6	2	6	10	1	0	6
Bacteria	NA	Chlamydiae	Chlamydiales	Chlamydiia	NA	NA	Chlamydiales bacterium Xeno	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Archaea	NA	NA	NA	NA	NA	NA	uncultured archaeon	4	2	3	7	5	0	9	4	5	9	1	0	3	3	4
Bacteria	NA	Chlamydiae	Parachlamydiales	Chlamydiia	Criblamydiaceae	Estrella	Estrella lausannensis	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria	NA	Chlamydiae	Parachlamydiales	Chlamydiia	Parachlamydiaceae	Candidatus Protochlamydia	Candidatus Protochlamydia naegleriophila	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Bacteria	NA	Chlamydiae	Parachlamydiales	Chlamydiia	Simkaniaceae	Candidatus Fritschea	Candidatus Fritschea eriococci	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Chlamydiae	Parachlamydiales	Chlamydiia	Simkaniaceae	Candidatus Syngnamydia	Candidatus Syngnamydia salmonis	0	0	2	4	0	3	8	10	4	10	6	3	0	0	0
Bacteria	NA	Chlamydiae	Parachlamydiales	Chlamydiia	Simkaniaceae	Simkania	Simkania negevensis	0	0	0	0	1	0	0	0	0	10	0	0	0	1	1
Bacteria	NA	Chlamydiae	Parachlamydiales	Chlamydiia	Simkaniaceae	NA	NA	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0
Bacteria	NA	Chlamydiae	Parachlamydiales	Chlamydiia	NA	NA	NA	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0
Archaea	NA	NA	NA	NA	NA	NA	uncultured archaeon MedDCM-OCT-S02-C115	0	2	0	0	2	0	0	6	0	0	0	0	0	0	0
Bacteria	NA	Chlamydiae	NA	Chlamydiia	NA	NA	NA	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Chlorobaculum	Chlorobaculum limnaeum	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Chlorobaculum	Chlorobaculum tepidum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Chlorobium	Chlorobium chlorochromatii	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Chlorobium	Chlorobium limicola	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides	0	0	0	1	1	0	0	0	0	0	0	5	2	0	0
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Chlorobium	Chlorobium phaeovibrioides	5	1	5	10	4	0	7	22	3	20	7	11	8	4	2
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Chlorobium	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Pelodictyon	Pelodictyon phaeoclathratiforme	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Archaea	NA	NA	NA	NA	NA	NA	uncultured archaeon MedDCM-OCT-S04-C140	0	1	5	2	0	0	0	0	0	0	0	0	5	4	1
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii	1	0	5	6	11	5	22	3	2	0	5	4	3	0	2
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Prosthecochloris	Prosthecochloris sp. CIB 2401	1	4	0	7	9	11	0	2	2	6	0	0	4	2	5
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Prosthecochloris	Prosthecochloris sp. GSB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Prosthecochloris	Prosthecochloris sp. HL-130-GSB	3	2	5	3	10	1	9	0	1	0	3	3	0	3	3
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	Prosthecochloris	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Chlorobi	Chlorobiales	Chlorobia	Chlorobiaceae	NA	NA	0	0	0	2	0	0	0	0	0	4	8	0	0	0	0
Bacteria	NA	Chloroflexi	Anaerolineales	Anaerolineae	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	NA	Chloroflexi	Anaerolineales	Anaerolineae	Anaerolineaceae	Brevefilum	Brevefilum fermentans	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
Bacteria	NA	Chloroflexi	Anaerolineales	Anaerolineae	Anaerolineaceae	Pelolinea	Pelolinea submarina	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Chloroflexi	Ardenticatenales	Ardenticatenia	Ardenticatenaceae	Candidatus Promineofilum	Candidatus Promineofilum breve	7	6	4	11	20	5	73	77	52	100	124	33	3	2	6
Archaea	NA	NA	NA	NA	NA	NA	uncultured archaeon MedDCM-OCT-S04-C163	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0
Bacteria	NA	Chloroflexi	Caldilineales	Caldilineae	Caldilineaceae	Caldilinea	Caldilinea aerophila	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0
Bacteria	NA	Chloroflexi	Caldilineales	Caldilineae	Caldilineaceae	Litorilinea	Litorilinea aerophila	0	0	4	0	0	0	2	0	0	1	3	2	0	0	0
Bacteria	NA	Chloroflexi	Caldilineales	Caldilineae	Caldilineaceae	NA	NA	0	0	0	0	0	0	4	0	0	1	3	0	0	0	0
Bacteria	NA	Chloroflexi	Chloroflexales	Chloroflexia	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	NA	Chloroflexi	Dehalococcoidales	Dehalococcoidia	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	0	0	1	0	0	16	0	0	27	0	0	16	0	0	3
Bacteria	NA	Chloroflexi	Herpetosiphonales	Chloroflexia	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon aurantiacus	0	0	0	0	0	1	10	0	5	0	0	18	0	0	0
Bacteria	NA	Chloroflexi	Herpetosiphonales	Chloroflexia	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon sp. B060	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Bacteria	NA	Chloroflexi	Tepidiformales	Tepidiformia	Tepidiformaceae	Tepidiforma	Tepidiforma bonchosmolovskayae	0	0	0	0	1	0	0	0	1	5	3	4	0	0	0
Bacteria	NA	Chloroflexi	NA	Dehalococcoidia	NA	Dehalogenimonas	Dehalogenimonas lykanthroporepellens	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria	NA	Chloroflexi	NA	Dehalococcoidia	NA	Dehalogenimonas	Dehalogenimonas sp. WBC-2	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0
Archaea	NA	NA	NA	NA	NA	NA	uncultured archaeon MedDCM-OCT-S08-C16	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Bacteria	NA	Chloroflexi	NA	NA	NA	NA	uncultured Chloroflexi bacterium	0	0	2	0	0	0	3	0	0	1	0	4	0	0	0
Bacteria	NA	Chloroflexi	NA	NA	NA	NA	uncultured Chloroflexi bacterium HF0200_09I09	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Chloroflexi	NA	NA	NA	NA	uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_3452	0	0	0	0	3	0	0	4	0	0	2	3	0	0	0
Bacteria	NA	Chloroflexi	NA	NA	NA	NA	uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_38663	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria	NA	Chloroflexi	NA	NA	NA	NA	NA	0	0	0	1	3	0	0	0	0	0	4	0	0	0	0
Bacteria	NA	Chrysiogenetes	Chrysiogenales	Chrysiogenetes	Chrysiogenaceae	Desulfurispirillum	Desulfurispirillum indicum	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria	NA	Coprothermobacterota	Coprothermobacterales	Coprothermobacteria	Coprothermobacteraceae	Coprothermobacter	Coprothermobacter proteolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	NA	Cyanobacteria	Chroococcales	NA	Aphanothecaceae	Candidatus Atelocyanobacterium	Candidatus Atelocyanobacterium thalassa	0	0	0	8	1	3	7	16	7	13	18	11	0	2	0
Bacteria	NA	Cyanobacteria	Chroococcales	NA	Aphanothecaceae	Crocosphaera	Crocosphaera subtropica	0	0	1	4	0	4	22	73	48	4	10	28	0	0	0
Bacteria	NA	Cyanobacteria	Chroococcales	NA	Aphanothecaceae	Gloeothece	Gloeothece citriformis	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Archaea	NA	NA	NA	NA	NA	NA	uncultured archaeon MedDCM-OCT-S08-C37	0	0	3	0	0	1	0	0	0	1	0	4	1	0	4
Bacteria	NA	Cyanobacteria	Chroococcales	NA	Aphanothecaceae	Gloeothece	Gloeothece verrucosa	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0
Bacteria	NA	Cyanobacteria	Chroococcales	NA	Aphanothecaceae	Rippkaea	Rippkaea orientalis	0	0	0	0	0	0	0	13	4	6	1	3	0	0	0
Bacteria	NA	Cyanobacteria	Chroococcales	NA	Aphanothecaceae	NA	NA	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0
Bacteria	NA	Cyanobacteria	Chroococcales	NA	Chroococcaceae	Chondrocystis	Chondrocystis sp. NIES-4102	0	0	0	0	0	0	7	9	6	17	19	1	0	1	0
Bacteria	NA	Cyanobacteria	Chroococcales	NA	Chroococcaceae	Geminocystis	Geminocystis sp. NIES-3708	0	0	0	0	0	0	0	7	0	3	0	6	0	0	0
